"GTEXID","Age","LTA4H"
"GTEX-YB5E-0326-SM-5IFHU","40-49",0.21161197322349
"GTEX-YEC4-0826-SM-5P9FV","40-49",-1.43783993295723
"GTEX-YFC4-1526-SM-5IFJS","40-49",0.614811462340323
"GTEX-Z9EW-0426-SM-5CVM9","40-49",0.316630371547921
"GTEX-ZAB4-0826-SM-5LU9D","40-49",0.323754114538868
"GTEX-ZPU1-0826-SM-57WG2","40-49",1.04488565217758
"GTEX-11DXZ-0126-SM-5EGGY","50-59",0.184761608648649
"GTEX-11NUK-1226-SM-5P9GM","50-59",-0.417065214516441
"GTEX-11ZVC-0726-SM-5FQT9","50-59",-0.69250485852444
"GTEX-12WSG-0626-SM-5FQTQ","50-59",1.42737463032081
"GTEX-12WSI-0226-SM-5GCNA","50-59",-0.686796738541166
"GTEX-12WSL-0226-SM-5CVMJ","50-59",0.437934700414762
"GTEX-13112-1426-SM-5EGH8","50-59",-0.445991786444295
"GTEX-131XE-0326-SM-5LZVO","50-59",0.21161197322349
"GTEX-131XH-0626-SM-5LZWH","50-59",-1.12917686701287
"GTEX-132AR-0426-SM-5IFH8","50-59",0.21161197322349
"GTEX-139YR-0226-SM-5IFEM","50-59",1.6660547510374
"GTEX-13FLV-0326-SM-5N9DJ","50-59",0.532793996112771
"GTEX-13N11-0926-SM-5IJG2","50-59",1.95411863784121
"GTEX-13NZ9-1326-SM-5MR3V","50-59",1.72872698076532
"GTEX-13OVJ-1026-SM-5IFGI","50-59",0.21161197322349
"GTEX-13OVL-0726-SM-HAV29","50-59",0.34866056683495
"GTEX-13OW6-2626-SM-5IFF2","50-59",0.261020452286004
"GTEX-13PVQ-1526-SM-5IFEQ","50-59",-0.749715878978197
"GTEX-13SLX-1226-SM-5S2Q6","50-59",1.19574190466749
"GTEX-13VXU-0926-SM-5IFFH","50-59",-0.571066695707321
"GTEX-13X6J-1826-SM-5TDCT","50-59",-2.90229987482397
"GTEX-144GL-1426-SM-5O9BO","50-59",-0.938657306424377
"GTEX-145LU-1326-SM-5LU9N","50-59",-1.16542601436689
"GTEX-145MF-0826-SM-5QGQA","50-59",0.49812437041646
"GTEX-146FH-1526-SM-5NQBU","50-59",1.61970671213386
"GTEX-147F4-1426-SM-5LUA8","50-59",0.0123453243612506
"GTEX-14A5I-1726-SM-5QGQ5","50-59",-0.515181919079413
"GTEX-14BIL-1326-SM-5O9CZ","50-59",0.0520078955071418
"GTEX-14C38-1526-SM-5RQJ7","50-59",-0.0819562410840566
"GTEX-14E1K-0326-SM-5S2PE","50-59",0.526546979937289
"GTEX-14PHX-0526-SM-664NW","50-59",0.516521343712951
"GTEX-15SZO-1226-SM-6LPIP","50-59",-0.476805022235209
"GTEX-17HGU-1826-SM-7IGQM","50-59",-0.242642959850894
"GTEX-17HHE-0126-SM-79398","50-59",0.21161197322349
"GTEX-17HII-1026-SM-7IGLY","50-59",0.27481295815481
"GTEX-18465-1626-SM-7LG6N","50-59",-0.802379452094572
"GTEX-18A7A-1526-SM-72D69","50-59",1.01490882613532
"GTEX-1A32A-0826-SM-72D5C","50-59",0.421546569198725
"GTEX-1A8FM-1226-SM-7IGMD","50-59",-0.333407265607457
"GTEX-1AMFI-0826-SM-731DV","50-59",1.00839807742378
"GTEX-1B8SG-1326-SM-79ONT","50-59",-0.292239170650644
"GTEX-1B933-1226-SM-731DW","50-59",0.422595935999817
"GTEX-1C6VQ-1626-SM-79OO1","50-59",0.754902907630248
"GTEX-1E2YA-1226-SM-7MGY3","50-59",0.337700970229881
"GTEX-1F75A-1626-SM-9JGGT","50-59",-1.90706489793043
"GTEX-1GN1U-0926-SM-9WPPY","50-59",0.315369462198044
"GTEX-1GZ4I-1526-SM-9OSW9","50-59",0.324658580105169
"GTEX-1HB9E-0626-SM-AHZ4K","50-59",0.399101312426008
"GTEX-1HBPI-1026-SM-AHZ4N","50-59",-0.249718273726498
"GTEX-1HCU7-1726-SM-B2LX9","50-59",-0.65750812050423
"GTEX-1HCVE-1526-SM-B2LWW","50-59",0.0378003571875654
"GTEX-1ICLY-1526-SM-C1YS4","50-59",0.418647588506326
"GTEX-1JMLX-1326-SM-CXZJO","50-59",0.650211764565126
"GTEX-1K9T9-0726-SM-CXZJZ","50-59",0.91604944218212
"GTEX-1KAFJ-0726-SM-CXZKF","50-59",-0.185201178532927
"GTEX-1KANB-2226-SM-DHXJW","50-59",0.427172868870109
"GTEX-1KD5A-1226-SM-CXZK7","50-59",0.597190405557373
"GTEX-1LB8K-1926-SM-HLJQQ","50-59",-0.640861083142567
"GTEX-1LGRB-0626-SM-CNNQH","50-59",1.59398226462491
"GTEX-1LH75-0926-SM-EAZ5C","50-59",1.06762922628638
"GTEX-1LSNL-2026-SM-HLJQ4","50-59",-0.118365169805822
"GTEX-1OJC4-1126-SM-HLJQI","50-59",-1.35902449462078
"GTEX-1QP66-0226-SM-DPRXS","50-59",-0.165600401366846
"GTEX-1S3DN-1126-SM-HLJQO","50-59",-0.922443831140123
"GTEX-O5YW-0826-SM-HK7A3","50-59",0.240078944697574
"GTEX-OHPM-0826-SM-HLJRC","50-59",0.927724320986518
"GTEX-OXRK-1226-SM-HLJR8","50-59",0.609207932093938
"GTEX-QDVN-0826-SM-48TZ2","50-59",1.37224272976105
"GTEX-QEL4-1226-SM-447A4","50-59",1.61905455169612
"GTEX-QV44-0326-SM-C1YQX","50-59",1.05672475262892
"GTEX-QXCU-1826-SM-HLJS6","50-59",-2.10618943558281
"GTEX-R53T-0326-SM-48FEC","50-59",0.21161197322349
"GTEX-RM2N-1926-SM-48FCU","50-59",-0.0069450286539886
"GTEX-RN64-1826-SM-48FDV","50-59",-0.332976174270688
"GTEX-RNOR-1426-SM-48FDJ","50-59",0.0230024510781664
"GTEX-RU72-1426-SM-46MUF","50-59",-0.365006414109013
"GTEX-S32W-1926-SM-4AD63","50-59",1.95480251880189
"GTEX-S7SE-1326-SM-HLJRN","50-59",-0.629718118970991
"GTEX-SIU8-1226-SM-HLJRG","50-59",-0.0335667949587926
"GTEX-T6MN-1226-SM-3NMA5","50-59",-0.0724285788300023
"GTEX-TKQ2-1726-SM-4DXUP","50-59",0.51733447726561
"GTEX-VUSG-0126-SM-4KL1X","50-59",0.40327205813414
"GTEX-WK11-1326-SM-4M9QU","50-59",-2.81187668720507
"GTEX-WL46-1726-SM-HAUZC","50-59",-0.920417931482112
"GTEX-WVLH-2126-SM-EYYWD","50-59",-0.339881987170747
"GTEX-WWYW-1026-SM-GQ1CM","50-59",0.270077348417661
"GTEX-WY7C-0726-SM-4ONCB","50-59",1.24686605414909
"GTEX-X261-1726-SM-4PQYT","50-59",-1.10217131356641
"GTEX-XBEC-1526-SM-4AT68","50-59",-1.68930724469202
"GTEX-XPVG-1126-SM-HLJRE","50-59",0.898960682430617
"GTEX-XXEK-1126-SM-4BRUX","50-59",0.42510683591938
"GTEX-Y111-0726-SM-EYYVM","50-59",-0.450696670637454
"GTEX-Y3IK-0326-SM-HLJRD","50-59",1.64688956674532
"GTEX-ZAB5-0426-SM-5CVMI","50-59",1.15437094167053
"GTEX-ZEX8-0826-SM-4WKHK","50-59",0.447365372640547
"GTEX-ZF2S-3026-SM-4WWCH","50-59",1.51091601818833
"GTEX-ZVP2-0626-SM-51MSO","50-59",0.00575798268992004
"GTEX-ZVT4-0626-SM-5E45T","50-59",-0.271612349287065
"GTEX-ZZPU-0426-SM-5GZYH","50-59",0.292369306036241
"GTEX-111FC-1226-SM-HAV27","60-69",-1.95900316480582
"GTEX-11DXY-0526-SM-5EGGQ","60-69",-0.503838626291582
"GTEX-11EMC-0326-SM-HAV2K","60-69",1.01316706165075
"GTEX-11GSP-0626-SM-5986T","60-69",-1.26452942618906
"GTEX-11NV4-1326-SM-5HL6V","60-69",-0.462824220312748
"GTEX-11OF3-0726-SM-5BC4Z","60-69",-0.310013337244722
"GTEX-11TUW-1726-SM-5BC5C","60-69",-1.31283018924651
"GTEX-11WQC-0726-SM-5EQMR","60-69",0.25136579099304
"GTEX-11ZTS-1426-SM-5EQMM","60-69",-0.669611707151046
"GTEX-1212Z-0226-SM-59HLF","60-69",0.112745177048377
"GTEX-12696-0826-SM-5EGGE","60-69",-0.508332524827158
"GTEX-1269C-0626-SM-5FQSS","60-69",-0.658636361662748
"GTEX-12WSD-1426-SM-5GCN9","60-69",0.415775097272163
"GTEX-12WSM-0726-SM-5GCOW","60-69",-1.16927886801315
"GTEX-12ZZZ-1326-SM-59HKW","60-69",-4.15184741899402
"GTEX-13113-1326-SM-5GCOI","60-69",-0.238819077541338
"GTEX-131YS-1626-SM-5HL6C","60-69",-0.106257792586216
"GTEX-132NY-0926-SM-5P9G3","60-69",0.348569422308012
"GTEX-1399T-0826-SM-5IFES","60-69",0.490946126339751
"GTEX-139TS-1426-SM-5IFJD","60-69",0.724620132986112
"GTEX-139TU-0826-SM-5IJFG","60-69",-0.560060504015273
"GTEX-13FTZ-0726-SM-5IFFY","60-69",-0.431296339034781
"GTEX-13G51-0626-SM-HK7AV","60-69",0.331837459037848
"GTEX-13N2G-0926-SM-5IFGJ","60-69",-0.679316280746257
"GTEX-13O1R-2026-SM-5KM3N","60-69",-0.53066268332598
"GTEX-13O3O-1826-SM-5IFGW","60-69",-2.39210603715303
"GTEX-13PVR-0126-SM-5S2PY","60-69",0.500594182903044
"GTEX-13QJC-0726-SM-5RQJK","60-69",-1.21419937757509
"GTEX-13S7M-1126-SM-HAV2A","60-69",-1.55167632108711
"GTEX-145MO-2326-SM-5NQ9K","60-69",-0.803780646051166
"GTEX-14753-1626-SM-5NQ9L","60-69",-0.164293862208076
"GTEX-147GR-1326-SM-7IGLB","60-69",-0.235302898040942
"GTEX-147JS-1126-SM-5RQIW","60-69",-0.4434382472216
"GTEX-148VI-0626-SM-5TDDH","60-69",-0.305762367646148
"GTEX-1497J-0726-SM-5Q5D1","60-69",1.08958234716493
"GTEX-14DAQ-1726-SM-5S2R2","60-69",0.822133948988709
"GTEX-14PJO-1726-SM-68719","60-69",-0.798273502534246
"GTEX-14XAO-0226-SM-68728","60-69",0.851075367636043
"GTEX-15CHQ-0926-SM-HAV1W","60-69",-0.241127898349963
"GTEX-15DYW-1326-SM-6LPIV","60-69",0.426213837247405
"GTEX-16MT8-2126-SM-HAV1Q","60-69",0.300779772140643
"GTEX-16Z82-1426-SM-HAV2I","60-69",-0.416519370178322
"GTEX-18A66-2026-SM-7189C","60-69",0.82111543952919
"GTEX-18A6Q-2026-SM-718AQ","60-69",0.227234713169727
"GTEX-18D9B-1526-SM-7KFRK","60-69",1.33815277026194
"GTEX-1A8G7-1126-SM-731ED","60-69",0.0198612895392814
"GTEX-1AX8Z-1026-SM-7189R","60-69",1.97624761011132
"GTEX-1AX9I-1626-SM-72D5D","60-69",-2.11841584829712
"GTEX-1B8L1-0726-SM-7P8RT","60-69",-0.163098294759383
"GTEX-1B996-1426-SM-7EPIA","60-69",-0.161002741005969
"GTEX-1CB4F-1726-SM-7MGXH","60-69",0.21161197322349
"GTEX-1CB4J-0726-SM-7IGN8","60-69",-0.458672921245434
"GTEX-1EH9U-1126-SM-7IGLU","60-69",-0.348618203071903
"GTEX-1EKGG-1226-SM-7IGNO","60-69",-1.03739242196186
"GTEX-1GF9V-1226-SM-7MKGY","60-69",-0.567642449663069
"GTEX-1GF9W-0826-SM-7MKHI","60-69",0.744846649814944
"GTEX-1GN2E-0926-SM-9WPOH","60-69",0.0991405310017839
"GTEX-1GN73-1126-SM-9OSW5","60-69",-0.627027074028684
"GTEX-1H1CY-1026-SM-HLJS4","60-69",-0.560231128054745
"GTEX-1H23P-1826-SM-GA91S","60-69",0.195897563416279
"GTEX-1HCU6-2026-SM-GA91U","60-69",-1.33023183089536
"GTEX-1I1GR-1526-SM-CNNQE","60-69",-1.1982288108085
"GTEX-1I1GV-1026-SM-GA8Z8","60-69",0.140307198460812
"GTEX-1I1HK-1126-SM-AHZ2L","60-69",-0.938976681673159
"GTEX-1IKJJ-1526-SM-C1YSC","60-69",0.313246101010544
"GTEX-1IKK5-0326-SM-C1YPY","60-69",1.30833015110648
"GTEX-1J8EW-1626-SM-C1YQ8","60-69",-0.350471421905598
"GTEX-1JJ6O-0826-SM-CXZJL","60-69",0.317952152818926
"GTEX-1JJEA-1526-SM-CNNPK","60-69",0.386295333754914
"GTEX-1NV8Z-1626-SM-DPRYT","60-69",0.12015040255433
"GTEX-1PPGY-2226-SM-F2I29","60-69",-0.300569433283947
"GTEX-1QCLZ-1226-SM-EAZ49","60-69",0.786073004873142
"GTEX-1RQEC-1126-SM-EAZ5E","60-69",-1.88126433081921
"GTEX-1RQED-0726-SM-HLJQL","60-69",-0.547209641769499
"GTEX-1S5VW-1826-SM-EAZ53","60-69",-2.14086983155499
"GTEX-N7MS-1825-SM-HLJR9","60-69",-3.26858871522726
"GTEX-O5YV-0726-SM-EV798","60-69",0.373758921983383
"GTEX-OIZF-0826-SM-7MKH9","60-69",1.28643629830239
"GTEX-OOBJ-0826-SM-3NB2K","60-69",1.08947867258591
"GTEX-REY6-1226-SM-48FDR","60-69",0.436288632114562
"GTEX-RTLS-1326-SM-46MUN","60-69",-0.204684980701756
"GTEX-S4Z8-0526-SM-4AD4T","60-69",0.464557031035985
"GTEX-SJXC-1226-SM-4DM78","60-69",-0.423644297491227
"GTEX-UTHO-2426-SM-4JBHD","60-69",1.9756188298226
"GTEX-WQUQ-1926-SM-4M9QM","60-69",0.00109221639118449
"GTEX-X4EO-1126-SM-4QARQ","60-69",-1.10852420032854
"GTEX-X4EP-1026-SM-4QAS5","60-69",0.444259705490656
"GTEX-X4XY-1626-SM-46MVN","60-69",0.528564656168531
"GTEX-Y5V5-0926-SM-4VBPZ","60-69",0.468845019049147
"GTEX-YECK-1926-SM-4W21H","60-69",-0.233074594418792
"GTEX-ZF29-2026-SM-DNZYW","60-69",0.124547392739014
"GTEX-ZVT3-1626-SM-5GU66","60-69",0.312045196687822
"GTEX-ZYY3-0626-SM-5NQ6W","60-69",1.45369636035201
